TaskID,Split,TaskLongitude,TaskLatitude,TaskSize,RequiredModelTypes
task_Server3_test_0_174,test,7.900521656,47.94751737,88,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_0_175,test,9.607259745,53.07188493,421,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_0_176,test,11.46508655,48.80508171,219,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_177,test,9.104267722,47.78940211,504,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_0_178,test,9.327344895,49.23598694,105,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_0_179,test,8.947673999,48.51307904,413,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_180,test,8.926803902,52.2474036,290,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_181,test,8.758416384,52.20433988,327,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_182,test,8.08581349,50.07719198,142,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_0_183,test,7.63480846,50.32798949,301,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_0_184,test,7.90978931,51.5003931,271,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_0_185,test,8.773302772,51.508592,347,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_186,test,8.616596945,49.41179504,397,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_187,test,13.30761178,51.33132888,199,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_0_188,test,6.649722938,49.75899632,59,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_0_189,test,10.10747823,49.9662788,500,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_190,test,8.914459751,48.63019613,121,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_0_191,test,7.80415432,53.75604593,375,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_192,test,9.213076644,49.18278208,21,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_0_193,test,7.129977143,51.56890802,275,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_194,test,11.54871955,48.79210793,476,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_195,test,12.1553542,49.57870227,208,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_196,test,10.75197981,48.02621698,243,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_0_197,test,7.764273308,47.65852361,63,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_198,test,12.18704813,54.03820723,380,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_0_199,test,8.505706643,49.54076742,454,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_0,test,9.622573987472087,52.4792296725927,80,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_1,test,8.863269999626487,51.5662725131216,215,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_2,test,14.409588160224013,51.49201312077885,267,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_3,test,12.14044676873895,49.119454858571615,177,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_4,test,7.802937361126435,50.825756861417695,455,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_5,test,8.003681058748237,48.63445026231353,68,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_6,test,12.518856050244208,53.116629515424435,379,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_7,test,11.545615288408747,48.0580471214047,132,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_8,test,9.256284424198075,47.73606431744991,411,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_9,test,7.466992648737373,51.38550869363176,261,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_10,test,11.56505830586109,48.132919805869285,339,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_11,test,10.970166944233155,49.48104390805839,82,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_12,test,12.192763065661604,49.56645361626953,335,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_13,test,9.751627499213502,52.30385011063023,179,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_14,test,10.085347961701071,48.33359624840087,280,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_15,test,6.493126683674653,51.68724137599499,239,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_16,test,10.141122662397596,48.32326434741901,418,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_17,test,7.533228196735725,50.4159462425754,53,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_18,test,8.789157141460535,51.59721097987518,210,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_19,test,7.806322537935904,50.92237396496696,239,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_20,test,11.413595143440526,49.460762979698764,320,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_21,test,8.863989297100487,48.91272030613145,82,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_22,test,7.762378804511732,53.76491948631314,473,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_23,test,11.560660775301043,52.05615528475012,35,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_24,test,9.899074322979933,54.339545421757116,13,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_25,test,9.24419667466382,47.86195241655139,222,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_26,test,7.4963246878133125,53.07928328031907,63,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_27,test,11.826038017427937,48.25267978736469,342,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_28,test,8.179256056393854,50.086502769637576,216,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_29,test,12.205190182215683,54.1198083766763,355,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_30,test,10.440976839728563,51.76294081008224,246,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_31,test,8.775636128231492,51.594534485833705,83,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_32,test,8.458382324164502,49.4614850287567,52,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_33,test,10.822081697041234,50.7321988584208,246,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_34,test,11.698144924718937,48.314087576754545,432,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_35,test,13.729489885671775,50.977616547823004,265,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_36,test,7.393453886956616,52.98185023656027,293,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_37,test,7.439611977284735,51.40230391170154,395,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_38,test,7.692434269575077,49.439352889252675,47,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_39,test,8.870410984087734,51.690132186064574,234,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_40,test,9.032096369300925,48.511026802824055,352,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_41,test,13.318607333504628,54.27754429984471,261,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_42,test,8.871939891037824,48.831345074090216,256,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_43,test,9.951101985204842,53.55767638016816,128,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_44,test,7.3716600075708145,52.099223922297796,52,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_45,test,8.741934730476103,49.287515494185214,535,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_46,test,10.83234376096456,52.33268872447477,593,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_47,test,8.729516136401688,50.13238814358828,440,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_48,test,10.40675044457711,51.655088217135216,429,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_49,test,12.051078850019367,51.508192466074334,527,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_50,test,10.973857220680154,49.98924611654164,133,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_51,test,14.249483529148545,51.449008795600605,30,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_52,test,13.906111839728954,51.74394749731781,11,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_53,test,13.405085153300153,52.42279338871014,160,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_54,test,9.151597362343075,50.05993289281617,235,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_55,test,12.06792569667388,51.479657429812576,198,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_56,test,11.421156422983648,49.47458720304429,74,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_57,test,8.672068866257392,51.61858584589684,324,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_58,test,12.349795003931199,52.15056626028016,394,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_59,test,10.914078688861146,49.452188096994135,3,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_60,test,14.419954116338777,51.37646933441391,38,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_61,test,7.4917863112261225,51.51087036660253,524,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_62,test,11.525058643597589,49.97326216194889,184,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_63,test,8.427246200773306,52.031382286399264,409,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_64,test,11.395274277621446,53.37984395295168,172,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_65,test,12.228553146048574,48.47168694191007,66,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_66,test,13.377502069837599,53.57027917782428,339,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_67,test,11.30911734463582,47.72423803418695,29,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_68,test,12.380871758623824,52.22781219594041,142,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_69,test,11.328451093310841,47.62315710470457,87,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_70,test,10.710061576944142,50.76380200843159,108,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_71,test,7.494273850456269,52.14909953757143,513,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_72,test,8.477567862634244,52.039367209694184,449,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_73,test,13.407689775537335,52.60286962075717,147,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_74,test,11.707442604934393,48.205055157076565,181,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_75,test,12.504624906642416,50.73354006693477,460,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_76,test,13.850743335114048,53.63299692624433,132,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_77,test,10.83703847153997,48.04858338710371,299,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_78,test,7.841529392175184,48.078839076870125,256,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_79,test,10.83663518276636,52.34010103424883,297,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_80,test,12.040567231223719,48.943816914224946,409,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_81,test,12.093689429458902,49.09647569367338,476,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_82,test,12.42220903689801,52.22885132533547,440,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_83,test,7.659328967879186,53.60245792474205,251,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_84,test,6.277117943476424,50.84399958225054,117,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_85,test,14.133307766538978,52.44343480599631,489,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_86,test,7.467358770252721,52.94939178680645,440,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_87,test,7.5786572090242785,50.35259850735611,205,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_88,test,12.24406817496105,53.98821768226653,305,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_89,test,10.253825240601062,47.68602500329131,77,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_90,test,6.116836428058222,50.83854183460337,31,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_91,test,14.812939289763023,51.04359853469896,266,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_92,test,12.408273289225164,53.249902577943644,346,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_93,test,10.657997521280441,50.802136870099616,442,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_94,test,12.11487083082036,48.96150101548501,133,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_95,test,8.535561298948714,48.00544352925634,532,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_96,test,10.090041526662393,48.98120231097729,16,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_97,test,12.358297571207611,53.1609097573922,76,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_98,test,9.605132599051975,52.290968197916754,434,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_99,test,9.035543998858852,50.01450965913433,358,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_100,test,7.562134341361004,52.9455347066346,286,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_101,test,8.127265881045115,52.28601318840918,160,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_102,test,6.42990381460768,51.18523681617436,148,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_103,test,9.825596423137918,54.41160994958608,363,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_104,test,13.384611011475458,54.30432879184808,277,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_105,test,6.622151391318996,49.70198621648565,376,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_106,test,10.81405218219425,52.30642780310592,16,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_107,test,8.896946330622242,52.150713453736174,119,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_108,test,11.832332937434634,50.82861943739335,145,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_109,test,6.435927916183882,51.19179360141041,22,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_110,test,6.49859089376521,51.73473307904598,262,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_111,test,14.186609718153822,52.26859797927996,349,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_112,test,6.6549436500799635,49.71260630030989,281,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_113,test,9.555404836603934,53.21321159732741,151,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_114,test,13.328352422435406,53.4644656582012,324,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_115,test,7.546752577163361,51.46605135891916,103,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_116,test,12.999550824417001,50.81798131750971,399,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_117,test,11.728752040025801,48.30582058620268,433,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_118,test,6.614079404526476,50.23006192746688,81,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_119,test,7.510117991394499,53.05917567108879,193,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_120,test,13.10625984444711,52.44648156461236,520,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_121,test,8.173643119342485,49.919224768034795,79,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_122,test,10.879049542983513,48.53119751431005,432,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_123,test,8.53711642979893,49.74087941875319,208,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_124,test,8.579180100144645,49.83919668997202,139,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_125,test,11.423732076813055,53.4103728352726,347,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_1_126,test,6.975781225198126,49.2075020190421,420,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_127,test,13.266954138517743,48.76816014340248,243,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_128,test,14.25913242149965,52.430477076745554,413,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_129,test,12.332739638463158,53.18673277761761,305,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_130,test,8.555667502413165,50.54033607015471,259,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_1_131,test,13.377077835904098,54.33013471715207,428,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_132,test,8.915825828121703,48.61558601303503,318,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_1_133,test,9.518408064113489,53.11712008075891,134,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_134,test,13.366919752497687,54.42082004112302,443,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_135,test,10.962005308599199,48.47026703194938,230,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_1_136,test,11.01182938259633,49.5339959486106,202,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_137,test,9.257721240051305,54.671335644290835,469,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_1_138,test,14.087423380666118,52.429548862960985,327,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_1_139,test,6.678752749056456,50.228181453246066,467,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_1_140,test,9.564046756316113,50.74513918062935,444,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
